Gene,Sample_01-a01va,Sample_02-a01vb,Sample_03-a01vc,Sample_04-a01ca,Sample_05-a01cb,Sample_06-a01cc,Sample_07-a02vb,Sample_08-a02vc,Sample_09-a02ca,Sample_10-a02cb,Sample_11-a02cc,Sample_12-a04va,Sample_13-a04vb,Sample_14-a04vc,Sample_15-a04ca,Sample_16-a04cb,Sample_17-a04cc,Sample_18-a05va,Sample_19-a05vb,Sample_20-a05vc,Sample_21-a05ca,Sample_22-a05cb,Sample_23-a05cc,Sample_24-a06ca,Sample_25-a06cb,Sample_26-a07va,Sample_27-a07vb,Sample_28-a07vc,Sample_29-a07ca,Sample_30-a07cb,Sample_31-a07cc,Sample_32-a08va,Sample_33-a08vb,Sample_34-a08vc,Sample_35-a08ca,Sample_36-a08cc,Sample_37-a09va,Sample_38-a09vb,Sample_39-a09vc,Sample_40-a09ca,Sample_41-a09cb,Sample_42-a09cc,Sample_43-a10va,Sample_44-a10vb,Sample_45-a10vc,Sample_46-a10ca,Sample_47-a10cb,Sample_48-a10cc,Sample_49-a12va,Sample_50-a12vb,Sample_51-a13va,Sample_52-a13vb,Sample_53-a13vc,Sample_54-a13ca,Sample_55-a13cb,Sample_56-a13cc,Sample_57-a14va,Sample_58-a14vb,Sample_59-a14vc,Sample_60-a14ca,Sample_61-a14cb,Sample_62-a14cc,Sample_63-a17va,Sample_64-a17vb,Sample_65-a17vc,Sample_66-a17ca,Sample_67-a17cb,Sample_68-a17cc,Sample_69-arva,Sample_70-arvb,Sample_71-arvc,Sample_72-arca,Sample_73-arcb,Sample_74-arcc
PkV-RF01_g83,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,5,0,0,0,0,0,6,18,4,0,0,0,11,19,8,0,0,6,18,4,0,0,0,7,8,16,0,0,0,25,44,59,45,24,0,0,0,23,25,41,0,0,0,14,37,12,0,0,0,0,0,0,0,0,0
PkV-RF01_g84,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,8,11,10,0,0,0,0,0,17,17,10,0,0,0,24,9,4,0,0,16,21,9,0,0,0,16,15,22,0,0,0,35,54,93,68,40,0,0,0,57,78,74,0,0,0,55,55,40,0,0,0,0,0,0,0,0,0
PkV-RF01_g85,0,0,0,0,0,0,3,16,0,0,0,170,262,62,0,0,0,136,277,329,0,0,0,0,0,73,217,92,0,0,0,110,163,91,0,0,70,84,54,0,0,0,76,79,100,0,0,0,50,95,78,139,35,0,0,0,100,67,114,0,0,0,323,472,380,0,0,0,0,0,0,0,0,0
PkV-RF01_g86,0,0,0,0,0,0,0,2,0,0,0,24,53,12,0,0,0,44,80,81,0,0,0,0,0,51,101,41,0,0,0,102,151,55,0,0,74,113,25,0,0,0,84,55,62,0,0,0,37,67,115,54,39,0,0,0,37,37,54,0,0,0,76,95,65,0,0,0,0,0,0,0,0,0
PkV-RF01_g87,0,0,0,0,0,0,0,0,0,0,0,18,13,3,0,0,0,17,22,36,0,0,0,0,0,23,32,11,0,0,0,23,35,19,0,0,12,21,6,0,0,0,15,2,22,0,0,0,13,18,11,31,13,0,0,0,15,26,10,0,0,0,27,24,16,0,0,0,0,0,0,0,0,0
PkV-RF01_g88,0,0,0,0,0,0,0,0,0,0,0,13,23,4,0,0,0,24,42,27,0,0,0,0,0,17,43,38,0,0,0,39,50,18,0,0,17,33,20,0,0,0,21,9,28,0,0,0,24,42,44,36,13,0,0,0,24,14,43,0,0,0,45,57,32,0,0,0,0,0,0,0,0,0
PkV-RF01_g89,0,0,0,0,0,0,1,4,0,0,0,58,66,22,0,0,0,76,88,115,0,0,0,0,0,40,92,36,0,0,0,71,102,28,0,0,17,59,15,0,0,0,39,10,32,0,0,0,30,48,56,36,28,0,0,0,30,39,37,0,0,0,117,177,101,0,0,0,0,0,0,0,0,0
PkV-RF01_g90,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,7,15,15,0,0,0,0,0,2,7,3,0,0,0,22,5,4,0,0,20,35,10,0,0,0,48,34,42,0,0,0,1604,2060,4116,2734,1652,0,0,0,2897,3780,4558,0,0,0,2036,2556,1564,0,0,0,3,0,2,0,0,0
PkV-RF01_g91,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,6,22,22,0,0,0,0,0,5,14,2,0,0,0,22,8,11,0,0,5,32,8,0,0,0,36,23,45,0,0,0,1324,1984,3936,2550,1444,0,0,0,2571,3168,4022,0,0,0,1697,2215,1276,0,0,0,2,0,0,0,0,0
PkV-RF01_g92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,5,5,0,0,0,0,0,2,9,7,0,0,0,7,4,7,0,0,8,4,2,0,0,0,2,0,3,0,0,0,44,94,320,252,116,0,0,0,405,301,503,0,0,0,274,272,173,0,0,0,0,0,0,0,0,0
PkV-RF01_g93,0,0,0,0,0,0,0,0,0,0,0,47,67,14,0,0,0,49,76,105,0,0,0,0,0,40,91,54,0,0,0,89,96,36,0,0,36,74,22,0,0,0,31,30,36,0,0,0,18,54,62,52,17,0,0,0,18,36,60,0,0,0,99,104,62,0,0,0,0,0,0,0,0,0
PkV-RF01_g94,0,0,0,0,0,0,0,0,0,0,0,29,16,11,0,0,0,23,56,42,0,0,0,0,0,19,62,15,0,0,0,39,65,24,0,0,15,38,13,0,0,0,24,16,39,0,0,0,6,40,31,30,11,0,0,0,25,11,25,0,0,0,53,49,45,0,0,0,0,0,0,0,0,0
PkV-RF01_g95,0,0,0,0,0,0,0,0,0,0,0,17,25,4,0,0,0,25,52,48,0,0,0,0,0,44,87,45,0,0,0,102,100,41,0,0,94,139,37,0,0,0,96,79,99,0,0,0,174,258,285,258,131,0,0,0,188,182,270,0,0,0,114,143,130,0,0,0,0,0,2,0,0,0
PkV-RF01_g96,0,0,0,0,0,0,0,1,0,0,0,21,24,5,0,0,0,15,32,36,0,0,0,0,0,5,37,9,0,0,0,20,32,14,0,0,21,17,14,0,0,0,11,12,30,0,0,0,21,46,43,73,26,0,0,0,45,23,63,0,0,0,43,69,47,0,0,0,0,0,0,0,0,0
PkV-RF01_g97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,7,0,0,0,0,0,7,9,4,0,0,0,17,11,5,0,0,16,20,3,0,0,0,14,12,20,0,0,0,31,45,94,136,21,0,0,0,83,72,107,0,0,0,40,39,37,0,0,0,0,0,0,0,0,0
PkV-RF01_g98,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,23,28,27,0,0,0,0,0,28,45,47,0,0,0,120,109,64,0,0,73,113,53,0,0,0,86,48,115,0,0,0,90,138,168,157,68,0,0,0,97,140,167,0,0,0,86,115,58,0,0,0,0,0,0,0,0,0
PkV-RF01_g99,0,0,0,0,0,0,0,0,0,0,0,15,19,5,0,0,0,30,57,57,0,0,0,0,0,44,62,47,0,0,0,86,108,56,0,0,66,69,36,0,0,0,76,51,91,0,0,0,62,94,80,94,40,0,0,0,80,41,80,0,0,0,76,67,39,0,0,0,0,0,0,0,0,0
PkV-RF01_g100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,19,25,113,3,0,0,0,104,21,31,0,0,0,16,11,7,0,0,0,0,0,0,0,0,0
PkV-RF01_g101,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,7,14,14,0,0,0,0,0,13,17,8,0,0,0,14,20,22,0,0,7,18,4,0,0,0,17,14,18,0,0,0,15,23,22,37,25,0,0,0,11,32,15,0,0,0,23,24,21,0,0,0,0,0,0,0,0,0
PkV-RF01_g102,0,0,0,0,0,0,0,0,0,0,0,9,11,3,0,0,0,14,29,31,0,0,0,0,0,22,34,16,0,0,0,37,46,19,0,0,16,27,20,0,0,0,31,24,27,0,0,0,18,52,74,70,23,0,0,0,55,51,73,0,0,0,51,66,47,0,0,0,0,0,0,0,0,0
PkV-RF01_g103,0,0,0,0,0,0,0,0,0,0,0,24,28,9,0,0,0,15,36,29,0,0,0,0,0,25,31,24,0,0,0,30,55,16,0,0,11,41,14,0,0,0,22,14,43,0,0,0,27,74,82,82,36,0,0,0,63,30,70,0,0,0,59,63,58,0,0,0,0,0,0,0,0,0
PkV-RF01_g104,0,0,0,0,0,0,0,0,0,0,0,26,46,13,0,0,0,46,61,69,0,0,0,0,0,29,92,43,0,0,0,119,98,42,0,0,51,99,44,0,0,0,71,37,92,0,0,0,81,104,118,173,58,0,0,0,106,104,76,0,0,0,108,108,87,0,0,0,0,0,0,0,0,0
PkV-RF01_g105,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,10,16,20,0,0,0,0,0,10,40,10,0,0,0,27,29,10,0,0,18,30,4,0,0,0,12,4,8,0,0,0,9,24,18,21,4,0,0,0,12,9,7,0,0,0,19,18,12,0,0,0,0,0,0,0,0,0
PkV-RF01_g106,0,0,0,0,0,0,0,0,0,0,0,56,38,21,0,0,0,102,163,166,0,0,0,0,0,220,412,229,0,0,0,595,729,274,0,0,334,488,265,0,0,1,531,393,620,0,0,0,583,900,925,556,424,0,0,0,370,624,625,0,0,0,508,571,362,0,0,0,0,0,0,0,0,0
PkV-RF01_g107,0,0,0,0,0,0,0,0,0,0,0,120,142,37,0,0,0,109,211,204,0,0,0,0,0,80,212,106,0,0,0,181,206,67,0,0,100,141,65,0,0,3,96,79,120,0,0,0,63,109,76,108,53,0,0,0,96,54,100,0,0,0,172,250,164,0,0,0,0,0,0,0,0,0
PkV-RF01_g108,0,0,0,0,0,0,0,0,0,0,0,33,54,9,0,0,0,70,119,122,0,0,0,0,0,46,148,92,0,0,0,180,192,66,0,0,72,122,63,0,0,0,95,74,102,0,0,0,76,132,116,118,56,0,0,0,98,94,80,0,0,0,126,127,84,0,0,0,0,0,0,0,0,0
PkV-RF01_g109,0,0,0,0,0,0,0,0,0,0,0,41,34,18,0,0,0,63,101,120,0,0,0,0,0,66,198,74,0,0,0,175,287,113,0,0,117,176,88,0,0,1,176,117,193,0,0,0,131,344,206,298,97,0,0,0,232,143,242,0,0,0,205,190,125,0,0,0,0,0,0,0,0,0
PkV-RF01_g110,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,5,0,0,0,0,0,8,2,6,0,0,0,7,1,2,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,5,1,40,0,0,0,0,23,1,2,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0
PkV-RF01_g111,0,0,0,0,0,0,0,0,0,0,0,27,28,3,0,0,0,44,40,57,0,0,0,0,0,30,63,40,0,0,0,68,83,36,0,0,64,88,28,0,0,0,49,36,50,0,0,0,57,103,83,63,37,0,0,0,63,55,72,0,0,0,82,92,70,0,0,0,0,0,0,0,0,0
PkV-RF01_g112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,5,0,5,0,0,0,1,4,0,13,0,0,0,0,13,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PkV-RF01_g113,0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,0,0,17,13,18,0,0,0,0,0,12,17,10,0,0,0,17,32,14,0,0,22,35,12,0,0,0,14,11,19,0,0,0,9,42,55,45,19,0,0,0,46,24,32,0,0,0,19,26,19,0,0,0,0,0,0,0,0,0
PkV-RF01_g114,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,2,10,13,0,0,0,0,0,3,19,11,0,0,0,16,28,8,0,0,16,11,7,0,0,0,14,3,11,0,0,0,12,23,14,39,10,0,0,0,9,8,32,0,0,0,26,17,9,0,0,0,0,0,0,0,0,0
PkV-RF01_g115,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,12,25,14,0,0,0,0,1,14,36,23,0,0,0,28,40,15,0,0,29,32,16,0,0,0,47,22,32,0,0,0,39,60,72,52,13,0,0,0,51,59,59,0,0,0,44,51,45,0,0,0,0,0,0,0,0,0
PkV-RF01_g116,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,18,22,33,0,0,0,0,0,16,33,34,0,0,0,108,68,40,0,0,26,49,21,0,0,0,45,31,49,0,0,0,66,136,140,109,58,0,0,0,91,104,128,0,0,0,84,86,57,0,0,0,0,0,0,0,0,0
PkV-RF01_g117,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,6,6,11,0,0,0,0,0,13,14,14,0,0,0,30,71,17,0,0,14,58,17,0,0,0,31,12,37,0,0,0,46,56,67,57,34,0,0,0,39,33,40,0,0,0,28,32,19,0,0,0,0,0,0,0,0,0
PkV-RF01_g118,0,0,0,0,0,0,0,0,0,0,0,16,12,9,0,0,0,28,26,47,0,0,0,0,0,24,36,18,0,0,0,29,59,19,0,0,25,37,11,0,0,2,30,35,26,0,0,0,29,42,60,55,16,0,0,0,15,30,45,0,0,0,60,51,33,0,0,0,0,0,0,0,0,0
PkV-RF01_g119,0,0,0,0,0,0,0,0,0,0,0,59,91,21,0,0,0,94,176,164,0,0,0,0,0,96,186,94,0,0,0,209,230,82,0,0,123,188,52,0,0,0,102,76,139,0,0,0,106,129,141,139,55,0,0,0,82,84,104,0,0,0,152,208,108,0,0,0,0,0,0,0,0,0
PkV-RF01_g120,0,0,0,0,0,0,3,0,0,0,0,30,35,12,0,0,0,36,59,66,0,0,0,0,0,8,53,27,0,0,0,40,63,36,0,0,40,42,25,0,0,0,32,27,32,0,0,0,15,36,61,70,20,0,0,0,23,30,33,0,0,0,78,78,63,0,0,0,0,0,0,0,0,0
PkV-RF01_g121,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,11,9,0,0,0,0,0,12,21,12,0,0,0,15,17,3,0,0,8,21,4,0,0,0,13,6,21,0,0,0,23,32,20,35,8,0,0,0,24,11,19,0,0,0,12,21,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g122,0,0,0,0,0,0,0,0,0,0,0,13,15,7,0,0,0,8,19,26,0,0,0,0,0,7,26,4,0,0,0,26,23,22,0,0,15,20,7,0,0,0,19,6,17,0,0,0,9,36,19,41,5,0,0,0,30,9,24,0,0,0,29,19,22,0,0,0,0,0,0,0,0,0
PkV-RF01_g123,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,11,11,0,0,0,0,0,1,26,11,0,0,0,20,21,18,0,0,9,18,6,0,0,0,18,14,25,0,0,0,19,25,32,34,8,0,0,0,25,11,22,0,0,0,15,11,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g124,0,0,0,0,0,0,0,0,0,0,0,23,18,16,0,0,0,35,52,54,0,0,0,0,0,22,40,26,0,0,0,48,37,23,0,0,12,26,16,0,0,0,15,9,19,0,0,0,6,26,17,28,4,0,0,0,12,13,8,0,0,0,37,38,24,0,0,0,0,0,0,0,0,0
PkV-RF01_g125,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,7,19,13,0,0,0,0,0,55,70,41,0,0,0,143,138,33,0,0,86,119,51,0,0,0,115,78,150,0,0,0,139,235,241,212,106,0,0,0,144,163,200,0,0,0,120,162,103,0,0,0,0,0,0,0,0,0
PkV-RF01_g126,0,0,0,0,0,0,0,1,0,0,0,5,12,1,0,0,0,6,14,13,0,0,0,0,0,11,26,9,0,0,0,14,24,8,0,0,15,21,8,0,0,0,9,5,24,0,0,0,58,79,132,108,38,0,0,0,82,91,109,0,0,0,56,98,66,0,0,0,0,0,0,0,0,0
PkV-RF01_g127,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,13,16,0,0,0,0,0,3,4,4,0,0,0,15,9,4,0,0,11,8,0,0,0,0,5,1,8,0,0,0,11,13,24,23,8,0,0,0,31,11,28,0,0,0,17,6,17,0,0,0,0,0,0,0,0,0
PkV-RF01_g128,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,5,18,18,0,0,0,0,0,13,11,25,0,0,0,37,27,13,0,0,11,22,14,0,0,0,24,15,18,0,0,0,34,40,41,54,15,0,0,0,36,41,43,0,0,0,41,36,13,0,0,0,0,0,0,0,0,0
PkV-RF01_g129,1,0,0,0,0,0,4,8,0,0,0,173,221,85,0,0,0,111,229,267,0,0,0,0,0,51,190,93,0,0,0,182,175,73,0,0,59,90,48,0,0,0,67,50,89,0,0,0,47,92,63,81,39,0,0,0,53,55,103,0,0,0,314,352,264,0,0,0,0,0,0,0,0,0
PkV-RF01_g130,0,0,0,0,0,0,3,5,0,0,0,103,152,39,0,0,0,99,152,176,0,0,0,0,0,39,121,77,0,0,0,108,137,58,0,0,58,99,46,0,0,0,63,42,76,0,0,0,38,50,83,69,39,0,0,0,46,62,66,0,0,0,205,269,170,0,0,0,0,0,0,0,0,0
PkV-RF01_g131,0,0,0,0,0,0,1,0,0,0,0,15,10,1,0,0,0,8,22,26,0,0,0,0,0,11,20,6,0,0,0,12,24,4,0,0,7,14,6,0,0,0,7,1,3,0,0,0,3,19,21,22,12,0,0,0,13,13,3,0,0,0,16,19,12,0,0,0,0,0,0,0,0,0
PkV-RF01_g132,0,0,0,0,0,0,15,30,0,0,0,1569,1664,566,0,0,0,1850,2776,2913,0,0,0,0,0,1596,3270,2018,0,0,0,2906,3650,1567,0,0,1507,1899,1009,0,0,12,1906,1417,1954,0,0,0,1131,2181,1474,1278,897,0,0,0,996,1271,1597,0,0,0,3560,4813,3294,0,0,0,0,0,0,0,0,0
PkV-RF01_g133,0,0,0,0,0,0,0,1,0,0,0,40,35,12,0,0,0,37,41,66,0,0,0,0,0,15,42,31,0,0,0,30,53,19,0,0,27,26,16,0,0,3,28,24,24,0,0,0,12,48,41,80,13,0,0,0,47,19,33,0,0,0,74,72,46,0,0,0,0,0,0,0,0,0
PkV-RF01_g134,0,0,0,0,0,0,0,0,0,0,0,18,12,12,0,0,0,15,22,20,0,0,0,0,0,11,21,10,0,0,0,11,10,5,0,0,10,12,6,0,0,0,11,13,9,0,0,0,7,12,9,50,10,0,0,0,36,15,17,0,0,0,17,16,14,0,0,0,0,0,0,0,0,0
PkV-RF01_g135,0,0,0,0,0,0,0,0,0,0,0,6,12,2,0,0,0,6,19,19,0,0,0,0,0,14,34,12,0,0,0,36,28,14,0,0,26,27,12,0,0,0,33,12,41,0,0,0,21,58,43,59,25,0,0,0,42,41,45,0,0,0,25,33,31,0,0,0,0,0,0,0,0,0
PkV-RF01_g136,0,0,0,0,0,0,0,0,0,0,0,14,12,4,0,0,0,13,21,25,0,0,0,0,0,9,24,13,0,0,0,28,31,10,0,0,21,19,3,0,0,0,13,8,12,0,0,0,5,14,24,19,8,0,0,0,13,9,19,0,0,0,12,16,11,0,0,0,0,0,0,0,0,0
PkV-RF01_g137,0,0,0,0,0,0,0,0,0,0,0,57,49,17,0,0,0,54,81,113,0,0,0,0,0,51,105,82,0,0,0,85,151,63,0,0,44,103,33,0,0,0,44,48,75,0,0,0,63,92,97,76,31,0,0,0,68,53,59,0,0,0,99,115,74,0,0,0,0,0,0,0,0,0
PkV-RF01_g138,0,0,0,0,0,0,0,0,0,0,0,81,90,38,0,0,0,112,177,235,0,0,0,0,0,89,238,139,0,0,0,259,310,107,0,0,108,211,71,0,0,0,101,112,191,0,0,0,135,199,224,197,87,0,0,0,171,134,190,0,0,0,224,243,157,0,0,0,0,0,0,0,0,0
PkV-RF01_g139,0,0,0,0,0,0,0,0,0,0,0,19,22,4,0,0,0,21,22,44,0,0,0,0,0,11,21,12,0,0,0,11,49,7,0,0,11,22,3,0,0,0,18,13,17,0,0,0,9,8,9,16,13,0,0,0,13,12,5,0,0,0,32,21,23,0,0,0,0,0,0,0,0,0
PkV-RF01_g140,3,0,0,0,0,0,0,1,0,0,0,22,28,9,0,0,0,25,32,57,0,0,0,0,0,33,61,25,0,0,0,39,63,14,0,0,19,40,11,0,0,0,19,18,18,0,0,0,27,36,27,29,13,0,0,0,23,15,33,0,0,0,54,81,62,0,0,0,0,0,0,0,0,0
PkV-RF01_g141,0,0,0,0,0,0,1,1,0,0,0,84,80,25,0,0,0,44,62,99,0,0,0,0,0,19,63,31,0,0,0,48,50,21,0,0,22,31,11,0,0,0,26,25,31,0,0,0,9,18,36,37,16,0,0,0,18,32,38,0,0,0,124,173,105,0,0,0,0,0,0,0,0,0
PkV-RF01_g142,0,0,0,0,0,0,2,1,0,0,0,29,47,12,0,0,0,21,39,46,0,0,0,0,0,13,41,12,0,0,0,43,59,17,0,0,14,15,17,0,0,0,24,13,30,0,0,0,17,19,22,33,19,0,0,0,29,9,24,0,0,0,55,77,58,0,0,0,0,0,0,0,0,0
PkV-RF01_g143,0,0,0,0,0,0,0,0,0,0,0,11,16,4,0,0,0,24,35,35,0,0,0,0,0,23,67,40,0,0,0,115,111,37,0,0,72,118,41,0,0,0,86,56,101,0,0,0,108,193,192,170,89,0,0,0,93,123,155,0,0,0,128,100,67,0,0,0,0,0,0,0,0,0
PkV-RF01_g144,0,0,0,0,0,0,0,2,0,0,0,23,17,8,0,0,0,19,54,59,0,0,0,0,0,125,230,154,0,0,0,479,467,148,0,0,300,399,203,0,0,0,449,312,540,0,0,0,646,828,958,709,384,0,0,0,453,568,757,0,0,0,509,529,326,0,0,0,0,0,0,0,0,0
PkV-RF01_g145,0,0,0,0,0,0,0,0,0,0,0,27,16,2,0,0,0,3,21,25,0,0,0,0,0,2,14,3,0,0,0,11,24,8,0,0,11,8,1,0,0,0,9,9,2,0,0,0,7,12,31,13,3,0,0,0,22,8,10,0,0,0,14,26,33,0,0,0,0,0,0,0,0,0
PkV-RF01_g146,0,0,0,0,0,0,0,0,0,0,0,9,21,9,0,0,0,28,54,65,0,0,0,0,0,176,207,129,0,0,0,481,509,233,0,0,251,399,177,0,0,0,401,249,459,0,0,0,541,793,875,670,392,0,0,0,401,605,622,0,0,0,425,469,289,0,0,0,1,0,0,0,0,0
PkV-RF01_g147,0,0,0,0,0,0,2,3,0,0,0,15,22,8,0,0,0,14,32,44,0,0,0,0,0,21,86,49,0,0,0,86,89,46,0,0,97,85,49,0,0,0,101,76,156,0,0,0,113,164,204,223,84,0,0,0,142,102,125,0,0,0,126,99,76,0,0,0,0,0,0,0,0,0
PkV-RF01_g148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,4,1,4,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,5,3,11,3,0,0,0,5,2,3,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g149,0,0,0,0,0,0,0,2,0,0,0,11,10,5,0,0,0,6,18,20,0,0,0,0,0,3,15,3,0,0,0,8,11,4,0,0,3,4,3,0,0,0,5,7,7,0,0,0,10,8,7,23,4,0,0,0,10,3,7,0,0,0,28,29,21,0,0,0,0,0,0,0,0,0
PkV-RF01_g150,0,0,0,0,0,0,0,0,0,0,0,42,68,23,0,0,0,69,131,136,0,0,0,0,0,48,157,63,0,0,0,136,168,61,0,0,43,101,50,0,0,0,78,78,69,0,0,0,50,55,57,63,21,0,0,0,41,42,45,0,0,0,97,126,76,0,0,0,0,0,2,0,0,0
PkV-RF01_g151,0,0,0,0,0,0,0,0,0,0,0,43,53,14,0,0,0,47,68,95,0,0,0,0,0,32,63,49,0,0,0,60,111,36,0,0,34,69,23,0,0,0,42,34,51,0,0,0,26,50,49,53,23,0,0,0,28,34,45,0,0,0,85,78,57,0,0,0,0,0,0,0,0,0
PkV-RF01_g152,0,0,0,0,0,0,0,0,0,0,0,18,24,10,0,0,0,82,86,106,0,0,0,0,0,85,193,109,0,0,0,272,185,106,0,0,149,203,48,0,0,0,132,100,241,0,0,0,139,243,220,327,95,0,0,0,190,118,161,0,0,0,135,117,87,0,0,0,0,0,0,0,0,0
PkV-RF01_g153,0,0,0,0,0,0,0,0,0,0,0,23,21,7,0,0,0,39,58,60,0,0,0,0,0,50,134,79,0,0,0,150,202,67,0,0,116,119,66,0,0,1,127,98,153,0,0,0,108,160,189,209,76,0,0,0,163,131,174,0,0,0,117,111,51,0,0,0,2,0,1,0,0,0
PkV-RF01_g154,0,0,0,0,0,0,0,0,0,0,0,16,13,9,0,0,0,13,18,36,0,0,0,0,0,7,15,14,0,0,0,11,24,8,0,0,7,8,2,0,0,0,3,3,11,0,0,0,5,11,12,27,2,0,0,0,16,9,7,0,0,0,22,48,22,0,0,0,0,0,0,0,0,0
PkV-RF01_g155,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,4,18,14,0,0,0,0,0,13,25,7,0,0,0,39,41,11,0,0,21,23,8,0,0,0,30,26,28,0,0,0,23,46,48,48,17,0,0,0,24,24,34,0,0,0,27,38,16,0,0,0,0,0,0,0,0,0
PkV-RF01_g156,0,0,0,0,0,0,0,0,0,0,0,9,14,1,0,0,0,8,9,7,0,0,0,0,0,15,36,12,0,0,0,26,43,25,0,0,33,31,10,0,0,0,29,11,38,0,0,0,25,55,78,71,25,0,0,0,58,44,41,0,0,0,34,35,16,0,0,0,0,0,0,0,0,0
PkV-RF01_g157,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,11,23,25,0,0,0,0,0,16,50,17,0,0,0,76,83,27,0,0,66,71,42,0,0,0,77,44,97,0,0,0,73,112,164,128,66,0,0,0,90,81,97,0,0,0,81,54,49,0,0,0,0,0,0,0,0,0
PkV-RF01_g158,0,0,0,0,0,0,0,0,0,0,0,11,7,2,0,0,0,1,8,21,0,0,0,0,0,23,34,12,0,0,0,79,53,27,0,0,44,53,15,0,0,0,52,35,79,0,0,0,47,95,97,89,37,0,0,0,84,70,78,0,0,0,50,48,22,0,0,0,0,0,0,0,0,0
PkV-RF01_g159,0,0,0,0,0,0,0,0,0,0,0,134,194,78,0,0,0,241,396,483,0,0,0,0,0,293,514,339,0,0,0,844,946,303,0,0,334,607,291,0,0,1,571,351,598,0,0,0,698,735,861,906,408,0,0,0,620,664,622,0,0,0,506,563,381,0,0,0,6,1,0,0,0,0
PkV-RF01_g160,0,0,0,0,0,0,0,0,0,0,0,67,97,26,0,0,0,75,134,193,0,0,0,0,0,61,141,84,0,0,0,130,194,89,0,0,93,108,43,0,0,1,110,70,117,0,0,0,71,134,128,100,65,0,0,0,96,90,90,0,0,0,127,188,112,0,0,0,0,0,0,0,0,0
PkV-RF01_g161,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,4,3,2,0,0,0,0,0,5,0,0,0,0,0,9,0,2,0,0,0,5,1,0,0,0,1,0,2,0,0,0,1,3,0,6,0,0,0,0,1,6,1,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0
PkV-RF01_g162,0,0,0,0,0,0,0,0,0,0,0,13,16,5,0,0,0,28,51,44,0,0,0,0,0,16,56,22,0,0,0,87,88,18,0,0,52,61,20,0,0,0,69,53,57,0,0,0,108,219,198,150,90,0,0,0,152,168,220,0,0,0,119,146,109,0,0,0,0,0,0,0,0,0
PkV-RF01_g163,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,4,15,13,0,0,0,0,0,4,25,10,0,0,0,35,24,15,0,0,19,31,9,0,0,0,23,4,32,0,0,0,100,149,261,137,88,0,0,0,143,205,201,0,0,0,79,129,72,0,0,0,0,0,0,0,0,0
PkV-RF01_g164,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,13,14,30,0,0,0,0,0,12,23,17,0,0,0,64,46,28,0,0,21,66,13,0,0,0,32,17,33,0,0,0,125,164,239,179,128,0,0,0,123,230,281,0,0,0,118,156,100,0,0,0,0,0,0,0,0,0
